customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4267-QWI,Male,0,Yes,No,51,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),76.71,3919.12,Yes
1825-RZP,Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.57,64.67,Yes
8668-SCW,Male,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.12,529.08,No
6745-TFD,Male,0,No,Yes,28,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,108.41,3032.38,Yes
1412-UIK,Male,0,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),114.63,1141.01,No
8543-VLR,Female,0,No,No,23,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,60.34,1394.41,No
8587-WOY,Male,0,No,No,50,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),63.1,3147.31,No
1728-XRF,Female,0,No,No,41,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,104.64,4297.22,No
8164-YUM,Male,0,No,No,38,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,77.47,2939.91,No
9867-ZXT,Female,0,No,No,6,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),78.43,464.97,Yes
6988-AAA,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.09,350.11,No
3504-BDH,Female,1,Yes,No,2,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,61.06,119.99,Yes
3967-CGO,Female,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.58,1533.05,No
3786-DJV,Male,0,No,No,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Mailed check,117.3,2231.58,No
2122-EMC,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.13,6563.47,No
5079-FPJ,Female,0,No,No,69,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,83.1,5731.53,No
2571-GSQ,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.18,302.09,No
6073-HVX,Male,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.3,1111.53,No
6104-IYE,Male,0,No,Yes,53,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Mailed check,64.92,3442.5,No
3143-JBL,Male,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.43,1232.16,No
7806-KES,Female,0,No,Yes,41,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,58.88,2412.19,Yes
8357-LHZ,Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.86,861.16,Yes
4440-MKG,Male,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.27,1214.05,No
4766-NNN,Male,0,No,No,71,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.91,3968.24,Yes
6644-OQU,Female,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),100.7,1910.31,No
3914-PTB,Female,0,No,No,46,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),74.38,3421.81,No
5968-QWI,Male,0,Yes,No,23,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),77.4,1772.26,No
6917-RZP,Female,0,Yes,No,50,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,95.46,4765.17,No
9787-SCW,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.48,406.95,No
1728-TFD,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,108.48,2394.02,Yes
2365-UIK,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.56, ,Yes
5492-VLR,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,70.85,4611.16,No
1698-WOY,Male,0,Yes,No,4,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,46.0,179.18,Yes
8186-XRF,Female,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),107.31,1828.05,No
1395-YUM,Female,0,Yes,Yes,34,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),56.44,1926.77,No
8400-ZXT,Female,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.16,490.12,No
9082-AAA,Female,1,No,Yes,23,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,84.42,1935.51,No
5171-BDH,Female,0,Yes,No,12,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,74.83,893.9,No
5360-CGO,Female,0,No,No,20,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),71.79,1431.49,No
3502-DJV,Male,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.58,704.96,Yes
1717-EMC,Female,0,No,No,33,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,76.45,2522.5,No
3782-FPJ,Female,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,91.34,1639.88,Yes
5946-GSQ,Female,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.25,634.77,No
6486-HVX,Male,1,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.64,237.65,No
9335-IYE,Male,0,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,101.03,4849.75,No
5980-JBL,Female,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.86,774.36,No
8266-KES,Male,0,Yes,No,56,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,57.92,3249.65,No
5491-LHZ,Female,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.45,615.08,No
8192-MKG,Male,0,No,Yes,65,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),104.94,6813.33,No
6588-NNN,Female,0,Yes,No,64,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,82.72,5293.05,No
8651-OQU,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.48,1472.76,Yes
4636-PTB,Male,0,No,No,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.86,386.48,No
2167-QWI,Female,1,No,No,50,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,107.35,5374.73,No
2062-RZP,Male,0,No,No,8,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,69.75,552.2,No
3156-SCW,Male,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.84,1450.53,No
8860-TFD,Female,0,Yes,Yes,35,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,65.86,2313.24,No
6161-UIK,Female,1,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.82,1205.19,Yes
6305-VLR,Female,0,Yes,Yes,37,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,51.51,1907.01,Yes
7541-WOY,Male,0,Yes,No,65,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,71.76,4665.71,No
5729-XRF,Male,1,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.49,954.57,No
8330-YUM,Female,0,Yes,No,4,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,101.57,412.79,Yes
6334-ZXT,Male,0,No,Yes,36,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),57.33,2058.51,Yes
9924-AAA,Male,0,No,No,57,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),50.18,2862.48,No
5330-BDH,Male,0,Yes,No,62,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),89.07,5512.83,No
9010-CGO,Male,1,No,No,50,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,74.58,3730.55,No
7801-DJV,Male,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.35,1382.36,No
5846-EMC,Female,0,No,Yes,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,97.0,4065.6,Yes
7731-FPJ,Female,1,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),115.11,7589.28,No
8241-GSQ,Male,0,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,1294.35,Yes
1953-HVX,Female,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),96.16,6155.65,No
3539-IYE,Male,0,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.32,1175.51,No
8056-JBL,Female,0,Yes,No,62,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.17,5954.23,Yes
2542-KES,Female,0,No,No,29,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.93,2167.69,No
6293-LHZ,Male,1,No,Yes,37,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),109.63,4064.42,Yes
2191-MKG,Male,0,Yes,No,50,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),104.11,5202.18,Yes
7313-NNN,Female,0,No,No,37,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,52.3,1928.27,No
7938-OQU,Male,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.29,1402.8,No
3681-PTB,Male,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.77,1113.66,Yes
2540-QWI,Male,0,No,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.21,258.5,Yes
7172-RZP,Female,0,Yes,Yes,19,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,76.92,1456.38,No
6541-SCW,Male,1,No,No,71,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),74.63,5288.85,No
2365-TFD,Male,0,Yes,No,1,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,73.83,78.78,Yes
9691-UIK,Female,0,Yes,No,54,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,62.17,3357.23,Yes
9702-VLR,Male,0,No,Yes,5,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,87.4,431.23,No
8494-WOY,Male,0,No,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.34,1178.16,Yes
5312-XRF,Male,0,Yes,No,48,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,53.76,2579.6,No
2324-YUM,Male,0,No,Yes,53,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.61,3644.46,No
4141-ZXT,Female,0,No,Yes,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,104.23,928.42,No
8419-AAA,Female,1,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,96.55,2229.25,No
4486-BDH,Male,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.76,684.0,No
2810-CGO,Male,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.51,107.29,Yes
7588-DJV,Male,0,Yes,Yes,57,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,67.56,3851.04,Yes
3923-EMC,Male,0,No,Yes,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.26,1301.42,No
6301-FPJ,Female,0,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,81.72,168.03,Yes
5186-GSQ,Female,0,No,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.54,416.97,No
9905-HVX,Female,0,No,No,18,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,53.78,974.7,No
6977-IYE,Female,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.3,154.47,No
5268-JBL,Male,0,Yes,No,29,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,62.79,1812.2,No
5748-KES,Female,0,No,No,43,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,45.8,1968.78,No
5849-LHZ,Male,0,No,No,52,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,106.64,5542.44,Yes
4709-MKG,Female,0,Yes,Yes,67,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,113.9,7636.07,No
7619-NNN,Male,0,Yes,No,59,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,85.64,5057.97,No
9647-OQU,Male,0,No,No,22,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,68.09,1499.85,No
4072-PTB,Female,0,Yes,No,60,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,110.26,6621.92,No
7530-QWI,Female,1,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.02,123.46,Yes
1504-RZP,Female,0,No,No,43,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),104.47,4492.16,Yes
2214-SCW,Male,0,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.29,1312.96,No
2531-TFD,Female,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.88,865.6,No
8576-UIK,Male,0,No,No,58,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),71.89,4168.59,No
1823-VLR,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,75.21,309.55,Yes
1928-WOY,Male,0,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,77.73,3191.9,No
6029-XRF,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.57,1275.87,Yes
1133-YUM,Male,0,No,No,26,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,51.8,1338.63,No
3105-ZXT,Female,0,Yes,No,15,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),63.15,938.63,Yes
4627-AAA,Female,0,No,No,1,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),112.42,119.46,Yes
7316-BDH,Male,0,No,No,18,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,116.36,2101.19,No
2852-CGO,Male,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.04,459.27,No
5910-DJV,Female,1,No,Yes,40,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,77.35,3084.24,Yes
5175-EMC,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),114.52,1487.29,No
6348-FPJ,Female,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.41,981.56,No
7190-GSQ,Male,0,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.21,1245.57,No
2256-HVX,Female,0,No,No,7,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),84.74,587.14,Yes
4376-IYE,Male,0,No,Yes,26,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),113.85,2962.13,Yes
6645-JBL,Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,91.06,3555.71,Yes
4486-KES,Male,1,Yes,No,27,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),46.07,1245.32,Yes
4584-LHZ,Female,0,No,No,67,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,98.49,6592.17,Yes
9053-MKG,Male,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,104.93,6292.04,No
4330-NNN,Male,1,No,Yes,37,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),44.22,1640.24,Yes
3703-OQU,Male,1,No,Yes,23,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),57.58,1315.99,No
9662-PTB,Female,0,No,No,27,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,47.87,1296.16,No
9120-QWI,Female,0,No,No,40,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,80.04,3208.69,Yes
8114-RZP,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),72.04,1230.52,Yes
2353-SCW,Male,0,No,No,48,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,82.97,3984.07,No
6063-TFD,Male,0,Yes,No,25,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,45.44,1143.89,No
9549-UIK,Male,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,71.65,134.46,No
8575-VLR,Female,1,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.18,784.28,No
1667-WOY,Female,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),87.21,1139.18,Yes
5468-XRF,Female,0,No,No,0,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,72.39, ,No
7819-YUM,Female,0,Yes,No,10,No,No phone service,DSL,Yes,No,No,No,Yes,No,Two year,No,Electronic check,76.45,763.67,No
4719-ZXT,Female,0,No,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.69,738.66,No
3745-AAA,Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,72.95,209.22,Yes
8483-BDH,Male,0,No,No,33,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.68,3088.08,No
1539-CGO,Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.02,5577.13,Yes
5964-DJV,Female,0,No,Yes,55,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),49.8,2732.4,No
5835-EMC,Female,0,No,No,9,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,49.03,440.45,No
4775-FPJ,Female,0,Yes,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,83.76,5868.01,No
7042-GSQ,Male,0,No,Yes,63,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,101.37,6386.29,No
8102-HVX,Female,0,Yes,No,12,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),80.19,959.92,No
8312-IYE,Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,85.66,1789.26,No
6320-JBL,Female,0,No,No,55,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),71.14,3918.54,No
7132-KES,Male,0,No,No,64,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,47.58,3049.36,No
8891-LHZ,Male,0,Yes,Yes,12,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,58.65,712.01,No
3779-MKG,Female,0,No,Yes,0,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,45.15, ,No
1924-NNN,Male,0,Yes,Yes,37,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,68.83,2554.81,No
2581-OQU,Female,1,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.02,1376.18,No
8714-PTB,Male,0,No,No,24,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.99,1941.0,Yes
4324-QWI,Female,0,No,No,41,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.43,2886.21,Yes
6713-RZP,Female,0,No,Yes,32,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,77.16,2477.59,No
8026-SCW,Male,0,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,23.39,1302.83,No
1255-TFD,Male,0,No,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.39,652.55,No
5804-UIK,Female,0,Yes,No,56,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,51.01,2859.46,Yes
2838-VLR,Male,0,Yes,Yes,61,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),73.21,4462.42,Yes
1009-WOY,Female,0,No,No,2,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),55.48,104.86,Yes
3871-XRF,Female,1,No,No,29,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),47.45,1374.49,No
9989-YUM,Male,0,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.69,1426.42,No
8409-ZXT,Female,0,No,No,62,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),79.35,4915.15,Yes
8418-AAA,Female,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.4,420.96,No
6124-BDH,Male,0,Yes,No,71,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,84.36,5994.81,Yes
2015-CGO,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.43,1768.21,No
3193-DJV,Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.6,1276.77,No
9415-EMC,Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.65,1180.13,Yes
8449-FPJ,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),105.75,113.51,Yes
5158-GSQ,Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.99,2642.19,Yes
4925-HVX,Male,0,No,No,47,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,56.41,2645.55,Yes
7970-IYE,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,112.21,6956.3,No
